coin,market_class,underlying,period,target_price,market_name,trades,traders,volume,avg_px
#2450,named,,,0,Draw,471,46,50696.99722608,0.3567688670912951
#2500,named,,,0,South Africa,406,39,50505.1056507,0.1978520186453202
#5810,,,,0,,81,6,50363.24968774,0.30144032716049385
#2881,,,,0,,403,46,50347.13335,0.5251154094292804
#971,priceBucket,BTC,1d,0,Recurring Named Outcome,1162,31,50220.60159,0.8735314027538726
#3650,,,,0,,37,8,50178.49968059,0.3108108083783784
#6600,,,,0,,409,28,49961.52784,0.6911065525672372
#281,priceBucket,BTC,1d,0,Recurring Named Outcome,1054,46,49690.33363,0.2550997058823529
#1190,priceBucket,BTC,1d,0,Recurring Named Outcome,769,88,49625.33003881,0.7166641
#4680,,,,0,,333,39,49558.60463,0.701419009009009
#3840,,,,0,,320,42,49523.53146238,0.2173705824375
#1621,,,,0,Outcome 162,801,38,49230.21847,0.6764873033707864
#1231,priceBucket,BTC,1d,0,Recurring Named Outcome,639,31,48677.53217,0.8976043505477308
#1610,,,,0,Outcome 161,1153,57,48626.9258535,0.5585472329921943
#1521,priceBucket,BTC,1d,0,Recurring Named Outcome,386,41,48613.71496,0.5751856476683938
#3170,,,,0,,71,8,48217.58285397,0.3274647856338028
#991,priceBucket,BTC,1d,0,Recurring Named Outcome,921,166,47966.73891,0.9257949945711184
#1401,priceBucket,BTC,1d,0,Recurring Named Outcome,382,24,47861.2032,0.8612810471204189
#1021,named,,,0,Exactly 4.3%,1195,61,47762.68956,0.5769675732217574
#581,priceBucket,BTC,1d,0,Recurring Named Outcome,1255,31,47583.27702,0.3023842788844622
#1131,priceBucket,BTC,1d,0,Recurring Named Outcome,1553,41,47555.30535,0.6880170637475854
#3830,,,,0,,327,49,47487.97220336,0.29930904100917427
#3150,,,,0,,235,24,47363.85006518,0.2321262975319149
#881,priceBucket,BTC,1d,0,Recurring Named Outcome,999,33,47317.14468,0.6139191191191191
#6511,,,,0,,169,19,47125.0025,0.8009115384615385
#3610,,,,0,,78,7,47117.83299989,0.28952991294871794
#3450,,,,0,,238,6,46972.9162588,0.31652660798319326
#2830,,,,0,,184,28,46871.88934339,0.2701119374456522
#3160,,,,0,,220,29,46200.54963517,0.24290751477272726
#2411,named,,,0,Draw,239,14,45743.76095,0.6467095815899582
#4951,,,,0,,456,20,45653.14108,0.5899637280701754
#2951,,,,0,,162,21,45617.72101,0.6094490123456789
#4181,,,,0,,241,13,45377.03178,0.7309792531120332
#3561,,,,0,,148,32,45350.162,0.8709125
#1240,priceBucket,BTC,1d,0,Recurring Named Outcome,1093,75,45328.99419918,0.7452654584903934
#7680,,,,0,,190,24,45317.64179,0.7242563684210527
#7941,,,,0,,266,15,45304.47861,0.9260132330827068
#5191,,,,0,,159,23,44903.20791,0.7135770440251572
#3350,,,,0,,917,33,44471.96886762,0.6543141473391494
#831,priceBucket,BTC,1d,0,Recurring Named Outcome,1137,38,44158.30768,0.3967838698328936
#781,priceBucket,BTC,1d,0,Recurring Named Outcome,1332,32,44058.52134,0.24739786036036035
#2390,,,,0,Fallback,264,8,43625.91629224,0.31123737128787876
#181,priceBucket,BTC,1d,0,Recurring Named Outcome,1180,36,43130.39981,0.23148072881355933
#5440,,,,0,,163,33,43066.86655363,0.2892048662576687
#4841,,,,0,,225,36,42826.49509,0.8238987555555556
#570,priceBucket,BTC,1d,0,Recurring Named Outcome,1880,59,42785.73199896,0.245052281393617
#9721,,,,0,,103,15,42621.56383,0.677612427184466
#1331,priceBucket,BTC,1d,0,Recurring Named Outcome,817,33,42577.39299,0.8671147980416156
#140,priceBucket,BTC,1d,0,Recurring Named Outcome,1459,121,42449.27664107,0.21490705668951338
#3510,,,,0,,159,34,42439.75004232,0.24377280861635223
#2040,named,,,0,Paraguay,10264,49,42292.30337058,0.01126605118862042
#2460,named,,,0,Czechia,454,60,42017.05686316,0.3069358654625551
#2920,,,,0,,334,46,41702.54200829,0.27911812320359286
#3391,,,,0,,169,26,41685.10366,0.8037338461538461
#2730,,,,0,,192,9,41641.9996394,0.3155381918229167
#1531,priceBucket,BTC,1d,0,Recurring Named Outcome,580,36,41591.48076,0.9161314137931035
#2490,named,,,0,Draw,376,33,41559.02162065,0.2789172509574468
#1201,priceBucket,BTC,1d,0,Recurring Named Outcome,599,29,41471.28913,0.9042797495826378
#4921,,,,0,,191,41,41449.7604,0.7478791623036649
#3520,,,,0,,122,19,41314.21107874,0.2052716931147541
#6990,,,,0,,246,15,41277.78086,0.7554583739837398
#1830,named,,,0,Croatia,10312,49,41249.18237393,0.012096421263576415
#5120,,,,0,,816,55,41194.51995876,0.2550621152696078
#3760,,,,0,,179,27,41165.81056001,0.20937759731843575
#4761,,,,0,,622,22,41126.75433,0.5241066720257235
#2810,,,,0,,89,5,41070.49960237,0.31367040943820224
#1790,named,,,0,Canada,10098,43,41003.37601058,0.011822108278867103
#770,priceBucket,BTC,1d,0,Recurring Named Outcome,3347,45,40838.32279122,0.25071737564087243
#4831,,,,0,,262,25,40753.9217,0.7512843893129771
#1151,priceBucket,BTC,1d,0,Recurring Named Outcome,546,26,40516.62623,0.9190717216117216
#3090,,,,0,,50,6,40371.99960425,0.3099999976
#2160,named,,,0,Turkey,6666,47,40307.34511058,0.017990274437443745
#4221,,,,0,,161,21,40296.53235,0.66474049689441
#1950,named,,,0,Ivory Coast,9546,42,40271.43241725,0.012612852091975697
#5481,,,,0,,371,20,39997.05023,0.7333161994609165
#2870,,,,0,,312,37,39971.44766435,0.2924109176602564
#1750,named,,,0,Austria,9969,43,39936.11235725,0.012134980045139934
#1390,priceBucket,BTC,1d,0,Recurring Named Outcome,1564,89,39758.21205638,0.41718270830562665
#1800,named,,,0,Cape Verde,10085,46,39581.90083725,0.011796483497273177
#3871,,,,0,,136,22,39574.70417,0.8039089705882353
#891,priceBucket,BTC,1d,0,Recurring Named Outcome,744,39,38959.58391,0.5662790994623655
#2180,named,,,0,Uruguay,7440,42,38914.34582058,0.015786020080645162
#1801,named,,,0,Cape Verde,98,15,38811.76797,0.9556319387755101
#3000,,,,0,,249,54,38770.13069157,0.23581412289156628
#3490,,,,0,,55,7,38673.66642653,0.3030303009090909
#5420,,,,0,,158,27,38652.14784042,0.42802253139240504
#3810,,,,0,,154,6,38277.83307526,0.3106060581818182
#1910,named,,,0,Ghana,10205,40,38215.32512725,0.011489853608035276
#2090,named,,,0,Senegal,9738,49,38193.70930058,0.012736009385910865
#420,priceBucket,BTC,1d,0,Recurring Named Outcome,1429,59,38167.99062145,0.2007176244016795
#4911,,,,0,,211,24,37976.02883,0.7413698104265404
#3130,,,,0,,36,8,37739.58296167,0.31712962694444446
#3551,,,,0,,475,26,37620.47971,0.2733192
#1381,priceBucket,BTC,1d,0,Recurring Named Outcome,1227,36,37600.43763,0.5136343683781581
#880,priceBucket,BTC,1d,0,Recurring Named Outcome,1446,65,37578.07735065,0.4624499257814661
#2110,named,,,0,South Korea,7759,42,37531.29640058,0.01485892633071272
#1860,named,,,0,Ecuador,9549,42,37382.56782058,0.01265953810870248
#1740,named,,,0,Australia,10185,44,37335.36321058,0.011863638625429553
#1770,named,,,0,Bosnia and Herzegovina,9644,40,36829.5024506,0.011911685269597677
#2130,named,,,0,Sweden,9549,39,36825.84029058,0.012384973232799246
#1930,named,,,0,Iran,7496,37,36763.22086725,0.015323066444770543
#2470,,,,0,Fallback,153,7,36744.1663007,0.3202614350980392
#1850,named,,,0,Czechia,7003,38,36559.26560058,0.016107625217763814
#2080,named,,,0,Scotland,8986,39,36547.13141058,0.012598591075005564
#2070,named,,,0,Saudi Arabia,7390,38,36523.07591058,0.0152338700135318
#2100,named,,,0,South Africa,7735,37,36519.65880398,0.01461678639172592
#2030,named,,,0,Panama,6987,37,36518.32614058,0.016070037126091313
#1970,named,,,0,Jordan,6981,35,36514.37994058,0.01607468978656353
#2150,named,,,0,Tunisia,6612,37,36512.99549058,0.01697540523290986
#2190,named,,,0,Uzbekistan,7008,38,36506.63708058,0.01612015545091324
#1820,named,,,0,Congo DR,9522,36,36503.79782725,0.01201330561541693
#2060,named,,,0,Qatar,6644,36,36503.35998058,0.01694565012040939
#1940,named,,,0,Iraq,6999,38,36502.65475725,0.016147523370481497
#1920,named,,,0,Haiti,6565,34,36500.31408058,0.017146827022086825
#1840,named,,,0,Curacao,6993,36,36499.25011725,0.0161541064021164
#2010,named,,,0,New Zealand,7346,36,36498.96790058,0.01527237127688538
#3471,,,,0,,282,15,36389.6865,0.7671302482269503
#290,priceBucket,BTC,1d,0,Recurring Named Outcome,1040,78,36330.25718041,0.20926098017307693
#4701,,,,0,,190,15,36284.12099,0.8144544210526315
#3730,,,,0,,57,6,35955.41640515,0.290935670877193
#5321,,,,0,,641,52,35868.48726,0.278479968798752
#8361,,,,0,,345,11,35867.85001,0.9756296231884057
#2421,named,,,0,Bosnia and Herzegovina,322,47,35726.2769,0.7571333229813665
#9401,,,,0,,88,12,35679.85843,0.7130742045454546
#3921,,,,0,,493,49,35488.66558,0.3262957200811359
#3761,,,,0,,77,30,35321.98093,0.8356905194805194
#4030,,,,0,,109,19,35117.2015,0.7479177064220184
#3040,,,,0,,268,67,34667.11200734,0.36621631824626866
#5361,,,,0,,211,34,34597.06755,0.8865809004739337
#410,priceBucket,BTC,1d,0,Recurring Fallback,911,8,34595.08310205,0.31083058666300767
#5351,,,,0,,327,28,34495.98783,0.5913018348623854
#5721,,,,0,,370,24,34319.13564,0.27107367567567564
#1141,priceBucket,BTC,1d,0,Recurring Named Outcome,761,38,34318.37102,0.3527641787122207
#360,priceBucket,BTC,1d,0,Recurring Fallback,720,8,34257.24975502,0.3127314789722222
#4760,,,,0,,687,47,34234.56565,0.4825772052401746
#3441,,,,0,,407,44,34193.59836,0.17258626535626537
#6501,,,,0,,526,17,34147.86148,0.8839356844106464
#8151,,,,0,,284,26,34057.17222,0.5358010211267605
#2850,,,,0,,183,5,33993.33304797,0.31602914125683057
#3270,,,,0,,549,30,33846.69507373,0.6533100359198543
#790,priceBucket,BTC,1d,0,Recurring Named Outcome,3243,33,33544.81187639,0.19343536332099906
#9830,,,,0,,46,19,33451.63274666,0.8571101447826087
#3991,,,,0,,93,14,33381.07551,0.8277637634408601
#1681,priceBucket,BTC,1d,0,Recurring Named Outcome,326,27,33041.11681,0.8846082822085889
#6710,,,,0,,330,24,32757.94933733,0.8954322524545455
#2710,,,,0,,363,29,32751.1993635,0.6156830937741047
#631,priceBucket,BTC,1d,0,Recurring Named Outcome,970,25,32729.91672,0.2832413711340206
#1871,named,,,0,Egypt,290,11,32579.75951,0.8991166551724138
#4040,,,,0,,397,155,32154.40128,0.7213007304785893
#3601,,,,0,,192,34,32063.84021,0.8657050520833334
#3081,,,,0,,141,34,32001.9757,0.7932439007092199
#3050,,,,0,,33,6,31879.16635811,0.30555555333333334
#220,priceBucket,BTC,1d,0,Recurring Named Outcome,812,67,31550.91926989,0.1388244451724138
#390,priceBucket,BTC,1d,0,Recurring Named Outcome,1164,35,31447.71411021,0.1581951794587629
#1561,priceBucket,BTC,1d,0,Recurring Named Outcome,838,35,31246.17486,0.7541580668257757
#1620,,,,0,Outcome 162,1101,59,30987.16638208,0.3539982011353315
#1461,priceBucket,BTC,1d,0,Recurring Named Outcome,2027,36,30974.89463,0.5788429008386778
#1300,priceBucket,BTC,1d,0,Recurring Named Outcome,498,33,30807.62235962,0.2157625286746988
#8121,,,,0,,678,5,30805.42654,0.9707604277286136
#731,priceBucket,BTC,1d,0,Recurring Named Outcome,701,33,30753.14451,0.1881965335235378
#740,priceBucket,BTC,1d,0,Recurring Named Outcome,1121,48,30646.67366695,0.1976089789295272
#120,priceBucket,BTC,1d,0,Recurring Named Outcome,1088,93,30428.4155145,0.2062323061764706
#1070,priceBucket,BTC,1d,0,Recurring Named Outcome,2246,61,30421.77790894,0.29163593190560994
#3591,,,,0,,216,34,30247.553,0.7800818055555555
#4321,,,,0,,366,15,30232.05682,0.9451588797814208
#590,priceBucket,BTC,1d,0,Recurring Named Outcome,2400,55,30203.50206007,0.11498140906250001
#9561,,,,0,,222,17,30038.049,0.6695635585585585
